Monday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
BUSI4524/L1/01,Entrepreneurship in Context,Lecture,108,Tuesday,9:00,11:00,2:00,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,"Fei Zhu,Jin Chen","2, 4-13"
BUSI4390/L1/01,Foundational Business Analytics,Lecture,35,Tuesday,9:00,11:00,2:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,Jenny Pu,"2, 4-13"
BUSI1067/C1/19,Computers in Business,Computing,19,Tuesday,9:00,10:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"5, 7, 9"
BUSI1115/S1 - Autumn/05,Economic Principles,Seminar,20,Tuesday,9:00,10:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Peter Anderson,"5, 8, 12"
BUSI1067/C1/20,Computers in Business,Computing,19,Tuesday,9:00,10:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"6, 8, 10"
BUSI3118/S1/05,Marketing Services,Seminar,20,Tuesday,9:00,10:00,1:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Zi Wang,"6, 10"
BUSI1074/S1/16,Quantitative Methods 1b,Seminar,20,Tuesday,9:00,10:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Tingting Ying,"6, 8, 10, 12"
BUSI3193/S1/07,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Tuesday,9:00,10:00,1:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,"Jose Sanchez-Fung,Bruno Deschamps","6, 8, 10, 12"
BUSI1115/S1 - Autumn/08,Economic Principles,Seminar,20,Tuesday,9:00,10:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Peter Anderson,"6, 9, 13"
BUSI3118/S1/06,Marketing Services,Seminar,20,Tuesday,9:00,10:00,1:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Zi Wang,"7, 11"
BUSI2112/S1/09,Management Strategy,Seminar,20,Tuesday,9:00,10:30,1:30,TB-120+,Teaching Building Seminar Room 120 - Level 1,30,"Steven Zhou,Michael Mooney","7, 9"
BUSI2112/S1/10,Management Strategy,Seminar,20,Tuesday,9:00,10:30,1:30,TB-120+,Teaching Building Seminar Room 120 - Level 1,30,"Steven Zhou,Michael Mooney","8, 10"
BUSI2111/S1/09,Accounting Information Systems,Seminar,20,Tuesday,9:00,11:00,2:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Dimple Thadani,6
BUSI2111/S1/10,Accounting Information Systems,Seminar,20,Tuesday,9:00,11:00,2:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Dimple Thadani,7
BUSI2111/C1/09,Accounting Information Systems,Computing,20,Tuesday,9:00,11:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"8, 10, 12"
BUSI2111/C1/10,Accounting Information Systems,Computing,20,Tuesday,9:00,11:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"9, 11, 13"
BUSI4316/L1/01,Managing Organisations (MSc),Lecture,48,Tuesday,9:00,12:00,3:00,PB-312+,Portland Building-Seminar Room 312 - Level 3,48,Peter Lamb,4月13日
BUSI1067/S1/19,Computers in Business,Seminar,19,Tuesday,9:00,10:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,11
BUSI1067/S1/20,Computers in Business,Seminar,19,Tuesday,9:00,10:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,12
BUSI1067/C1/21,Computers in Business,Computing,19,Tuesday,10:00,11:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"5, 7, 9"
BUSI2157/S1/01,Management Accounting,Seminar,20,Tuesday,10:00,11:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Judy Tang,"5, 7, 9, 11, 13"
BUSI1067/C1/22,Computers in Business,Computing,19,Tuesday,10:00,11:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"6, 8, 10"
BUSI2157/S1/02,Management Accounting,Seminar,20,Tuesday,10:00,11:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Judy Tang,"6, 8, 10, 12, 14"
BUSI1067/S1/21,Computers in Business,Seminar,19,Tuesday,10:00,11:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,11
BUSI1112/S1 - Autumn/07,Business Law,Seminar,20,Tuesday,10:00,11:00,1:00,TB-120+,Teaching Building Seminar Room 120 - Level 1,30,Michael Mooney,11月14日
BUSI1067/S1/22,Computers in Business,Seminar,19,Tuesday,10:00,11:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,12
BUSI2120/L1/01,Corporate Entrepreneurship,Lecture,70,Tuesday,10:30,12:00,1:30,IAMET- 121+,IAMET- 121+,99,Lin Huang,"2, 4-12"
BUSI3101/L1/01,Corporate Restructuring and Governance,Lecture,265,Tuesday,10:30,12:00,1:30,TB-329+,Teaching Building Tiered Lectue Theatre 329 - Level 3,276,"Youngun Kim,Peter Hofman","2, 4-13"
BUSI1113/L1 - Autumn/02,Fundamentals of Financial & Management Accounting,Lecture,252,Tuesday,11:00,12:00,1:00,DB-A05+,The Lord Dearing Building - Lecture Hall A05,252,Andrew Edwards,"2, 4-14"
BUSI2157/S1/04,Management Accounting,Seminar,20,Tuesday,11:00,12:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Judy Tang,"6, 8, 10, 12, 14"
BUSI4376/L2/01,Marketing Management in the Digital Economy,Lecture,40,Tuesday,11:00,13:00,2:00,TB-119+,Teaching Building Seminar Room 119 - Level 1,41,Sathyaprakash Balaji Makam,"2, 4-13"
BUSI3119/W1/01,"Advanced Calculus for Business, Economics and Finance",Workshop,103,Tuesday,11:00,12:00,1:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,Qingfeng Wang,4月11日
BUSI2180/S1/07,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,11:00,12:00,1:00,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,"Yingying Shi,Xiaodan Yu","5, 7, 10, 12"
BUSI2157/S1/03,Management Accounting,Seminar,20,Tuesday,11:00,12:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Judy Tang,"5, 7, 9, 11, 13"
BUSI3190/L1/01,Financial Markets: Theory & Computation,Lecture,106,Tuesday,11:00,12:30,1:30,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Wk Leung,"2, 4-12"
BUSI1112/L1 - Autumn/01,Business Law,Lecture,319,Tuesday,11:00,13:00,2:00,Auditorium+,Auditorium,514,"Casey Watters,Ernest Southworth","2, 4-12"
BUSI4390/S1/01,Foundational Business Analytics,Lecture,35,Tuesday,11:00,13:00,2:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,"Jenny Pu,Teng Ma","2, 4-13"
BUSI2180/S1/08,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,11:00,12:00,1:00,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,"Yingying Shi,Xiaodan Yu","6, 8, 11, 13"
BUSI4535/L3/01,Capital Market Analysis,Lecture,172,Tuesday,11:00,13:00,2:00,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,Xiaogang Bi,"6, 8, 10, 12"
BUSI2128/S1/02,Analysing organisations,Seminar,16,Tuesday,11:00,13:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Shih-Wei Hsu,"9, 13"
BUSI3088/L1/01,Business School Dissertation,Lecture,36,Tuesday,13:00,14:00,1:00,DB-A04+,DB-A04 - Teaching Room A04,60,Maria Luo,"2, 4-9"
BUSI1113/L1 - Autumn/01,Fundamentals of Financial & Management Accounting,Lecture,453,Tuesday,13:00,14:00,1:00,Auditorium+,Auditorium,514,Andrew Edwards,"2, 4-14"
BUSI2157/S1/06,Management Accounting,Seminar,20,Tuesday,13:00,14:00,1:00,TB-413+,Teaching Building Seminar Room 413 - Level 4,20,Judy Tang,"6, 8, 10, 12, 14"
BUSI4377/L1/01,International Business Environment - Same start time and room as BUSI4319,Lecture,20,Tuesday,13:00,15:00,2:00,,,,,"2, 4-12"
BUSI4524/L2/01,Entrepreneurship in Context,Lecture,108,Tuesday,13:00,15:00,2:00,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,"Fei Zhu,Jin Chen","2, 4-13"
BUSI3119/W1/02,"Advanced Calculus for Business, Economics and Finance",Workshop,103,Tuesday,13:00,14:00,1:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,Qingfeng Wang,4月11日
BUSI2180/S1/05,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,13:00,14:00,1:00,TB-407+,Teaching Building Seminar Room 407 - Level 4,20,"Xiaodan Yu,Qing-Ping Ma","5, 7, 10, 12"
BUSI2157/S1/05,Management Accounting,Seminar,20,Tuesday,13:00,14:00,1:00,TB-413+,Teaching Building Seminar Room 413 - Level 4,20,Judy Tang,"5, 7, 9, 11, 13"
BUSI4319/L1/01,International Business Environment,Lecture,56,Tuesday,13:00,16:00,3:00,TB-405+,Teaching Building Seminar Room 405 - Level 4,64,"Michal Lemanski,Cong Cao","2, 5-13"
BUSI1074/S1/19,Quantitative Methods 1b,Seminar,20,Tuesday,13:00,14:00,1:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Tingting Ying,"6, 8, 10, 12"
BUSI2180/S1/06,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,13:00,14:00,1:00,TB-407+,Teaching Building Seminar Room 407 - Level 4,20,"Xiaodan Yu,Qing-Ping Ma","6, 8, 11, 13"
BUSI1122/S1/01,Introduction to Accounting,Seminar,20,Tuesday,13:00,14:30,1:30,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Cass Lai,"5, 7, 9, 11"
BUSI3087/S1/01,International Finance,Seminar,17,Tuesday,13:00,14:30,1:30,TB-419+,Teaching Building Seminar Room 419 - Level 4,36,Xiaoquan Liu,"6, 8, 10, 12"
BUSI3087/S1/07,International Finance,Seminar,17,Tuesday,13:00,14:30,1:30,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Qing Xia,"6, 8, 10, 12"
BUSI2112/S1/05,Management Strategy,Seminar,20,Tuesday,13:00,14:30,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,"Michael Mooney,Steven Zhou","7, 9"
BUSI3087/S1/02,International Finance,Seminar,17,Tuesday,13:00,14:30,1:30,TB-419+,Teaching Building Seminar Room 419 - Level 4,36,Xiaoquan Liu,"7, 9, 11, 13"
BUSI2179/S1/03,Human Resource Management with international Perspectives,Seminar,19,Tuesday,13:00,14:00,1:00,TB-410+,Teaching Building Seminar Room 410 - Level 4,20,Rajan Gaikwad,"8, 10, 12"
BUSI2179/S1/02,Human Resource Management with international Perspectives,Seminar,19,Tuesday,13:00,14:00,1:00,TB-410+,Teaching Building Seminar Room 410 - Level 4,20,Rajan Gaikwad,"9, 11, 13"
BUSI2112/S1/06,Management Strategy,Seminar,20,Tuesday,13:00,14:30,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,"Steven Zhou,Michael Mooney","8, 10"
BUSI3101/S1/01,Corporate Restructuring and Governance,Seminar,19,Tuesday,13:00,14:30,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Youngun Kim,"9, 12"
BUSI3115/S1/01,Logistics and Supply Chain Management,Seminar,18,Tuesday,13:00,14:30,1:30,DB-C09+,The Lord Dearing Building - Teaching Room C09,24,Zhen Tan,"10, 12"
BUSI3101/S1/02,Corporate Restructuring and Governance,Seminar,19,Tuesday,13:00,14:30,1:30,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Youngun Kim,"10, 13"
BUSI3115/S1/02,Logistics and Supply Chain Management,Seminar,18,Tuesday,13:00,14:30,1:30,DB-C09+,The Lord Dearing Building - Teaching Room C09,24,Qifan Pei,"11, 13"
BUSI1115/S1 - Autumn/09,Economic Principles,Seminar,20,Tuesday,14:00,15:00,1:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Peter Anderson,"5, 8, 12"
BUSI3191/S1/13,Advanced Corporate Reporting and Analysis,Seminar,20,Tuesday,14:00,16:00,2:00,TB-402+,Teaching Building Seminar Room 402 - Level 4,30,Keying Zhu,"8, 12"
BUSI3191/S1/14,Advanced Corporate Reporting and Analysis,Seminar,20,Tuesday,14:00,16:00,2:00,TB-402+,Teaching Building Seminar Room 402 - Level 4,30,Keying Zhu,"9, 13"
BUSI1067/S1/01,Computers in Business,Seminar,19,Tuesday,14:00,15:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,David Edwards,11
BUSI1067/S1/17,Computers in Business,Seminar,19,Tuesday,14:00,15:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,11
BUSI1067/S1/02,Computers in Business,Seminar,19,Tuesday,14:00,15:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,David Edwards,12
BUSI1067/S1/16,Computers in Business,Seminar,19,Tuesday,14:00,15:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,12
BUSI4367/L1/01,Assurance,Lecture,24,Tuesday,14:00,16:00,2:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Shuai Yuan,"2, 4-10"
BUSI4528/L1/02,Quantitative Research Methods for Finance and Accounting,Lecture,86,Tuesday,14:00,16:00,2:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,"Paolo Bianchi,Ying Jiang","2, 4-11"
BUSI2124/L1/01,Introduction to Management Science for Business Decisions,Lecture,368,Tuesday,14:00,16:00,2:00,Auditorium+,Auditorium,514,Jing Dai,"2, 4-12"
BUSI1067/C1/01,Computers in Business,Computing,19,Tuesday,14:00,15:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"5, 7, 9"
BUSI1067/C1/17,Computers in Business,Computing,19,Tuesday,14:00,15:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"5, 7, 9"
BUSI1067/C1/02,Computers in Business,Computing,19,Tuesday,14:00,15:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"6, 8, 10"
BUSI1067/C1/16,Computers in Business,Computing,19,Tuesday,14:00,15:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"6, 8, 10"
BUSI1122/S1/03,Introduction to Accounting,Seminar,20,Tuesday,14:30,16:00,1:30,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Cass Lai,"5, 7, 9, 11"
BUSI3087/S1/03,International Finance,Seminar,17,Tuesday,14:30,16:00,1:30,TB-419+,Teaching Building Seminar Room 419 - Level 4,36,Xiaoquan Liu,"6, 8, 10, 12"
BUSI2112/S1/07,Management Strategy,Seminar,20,Tuesday,14:30,16:00,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,"Steven Zhou,Michael Mooney","7, 9"
BUSI3087/S1/04,International Finance,Seminar,17,Tuesday,14:30,16:00,1:30,TB-419+,Teaching Building Seminar Room 419 - Level 4,36,Qing Xia,"7, 9, 11, 13"
BUSI2112/S1/08,Management Strategy,Seminar,20,Tuesday,14:30,16:00,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,"Steven Zhou,Michael Mooney","8, 10"
BUSI3101/S1/03,Corporate Restructuring and Governance,Seminar,19,Tuesday,14:30,16:00,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Youngun Kim,"9, 12"
BUSI3101/S1/04,Corporate Restructuring and Governance,Seminar,19,Tuesday,14:30,16:00,1:30,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Youngun Kim,"10, 13"
BUSI3190/L1/02,Financial Markets: Theory & Computation,Lecture,106,Tuesday,15:00,16:30,1:30,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Wk Leung,"2, 4-12"
BUSI3118/L1/01,Marketing Services,Lecture,114,Tuesday,15:00,16:30,1:30,DB-C05+,The Lord Dearing Building - Teaching Room C05,160,"Maria Luo,Boying Li","2, 4-13"
BUSI1067/C1/03,Computers in Business,Computing,19,Tuesday,15:00,16:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"5, 7, 9"
BUSI1067/C1/23,Computers in Business,Computing,19,Tuesday,15:00,16:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"5, 7, 9"
BUSI1067/C1/04,Computers in Business,Computing,19,Tuesday,15:00,16:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"6, 8, 10"
BUSI1067/C1/18,Computers in Business,Computing,19,Tuesday,15:00,16:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Fui Theng Leow,"6, 8, 10"
BUSI2179/S1/05,Human Resource Management with international Perspectives,Seminar,19,Tuesday,15:00,16:00,1:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,Rajan Gaikwad,"8, 10, 12"
BUSI1067/S1/03,Computers in Business,Seminar,19,Tuesday,15:00,16:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,David Edwards,11
BUSI1067/S1/23,Computers in Business,Seminar,19,Tuesday,15:00,16:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,11
BUSI1067/S1/04,Computers in Business,Seminar,19,Tuesday,15:00,16:00,1:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,David Edwards,12
BUSI1067/S1/18,Computers in Business,Seminar,19,Tuesday,15:00,16:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Fui Theng Leow,12
BUSI2157/S1/08,Management Accounting,Seminar,20,Tuesday,16:00,17:00,1:00,TB-101+,Teaching Building Seminar Room 101- Level 1,30,Judy Tang,"6, 8, 10, 12, 14"
BUSI1112/S1 - Autumn/08,Business Law,Seminar,20,Tuesday,16:00,17:00,1:00,TB-408+,Teaching Building Seminar Room 408 - Level 4,22,Michael Mooney,11月14日
BUSI1112/S1 - Autumn/03,Business Law,Seminar,20,Tuesday,16:00,17:00,1:00,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,Ernest Southworth,11月14日
BUSI1088/S1/10,Work and Society,Seminar,20,Tuesday,16:00,17:30,1:30,TB-215+,Teaching Building Seminar Room 215 - Level 2,22,Pingping Fu,"10, 12, 14"
BUSI1088/S1/04,Work and Society,Seminar,20,Tuesday,16:00,17:30,1:30,PB-307+,Portland Building-Seminar Room 307 - Level 3,22,Joon Park,"10, 12, 14"
BUSI4361/L2/01,Tax Compliance,Lecture,21,Tuesday,16:00,18:00,2:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,"Yuqian Zhang,Alvin Cheng","2, 4-12"
BUSI4379/S1/01,Consumer Behaviour and Analytics,Seminar,40,Tuesday,16:00,18:00,2:00,TB-119+,Teaching Building Seminar Room 119 - Level 1,41,Chee Wei Phang,"2, 4-13"
BUSI1067/C1/05,Computers in Business,Computing,19,Tuesday,16:00,17:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"5, 7, 9"
BUSI2180/S1/01,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,16:00,17:00,1:00,TB-102+,Teaching Building Seminar Room 102- Level 1,30,"Xiaodan Yu,Qing-Ping Ma","5, 7, 10, 12"
BUSI2157/S1/07,Management Accounting,Seminar,20,Tuesday,16:00,17:00,1:00,TB-101+,Teaching Building Seminar Room 101- Level 1,30,Judy Tang,"5, 7, 9, 11, 13"
BUSI1067/C1/06,Computers in Business,Computing,19,Tuesday,16:00,17:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"6, 8, 10"
BUSI1074/S1/01,Quantitative Methods 1b,Seminar,20,Tuesday,16:00,17:00,1:00,PB-213+,Portland Building-Seminar Room 213 - Level 2,22,Peter Anderson,"6, 8, 10, 12"
BUSI1074/S1/15,Quantitative Methods 1b,Seminar,20,Tuesday,16:00,17:00,1:00,TB-319+,Teaching Building Seminar Room 319 - Level 3,22,Tingting Ying,"6, 8, 10, 12"
BUSI2180/S1/02,Industrial Economics I: Economics of Organisation and Innovation,Seminar,20,Tuesday,16:00,17:00,1:00,TB-102+,Teaching Building Seminar Room 102- Level 1,30,"Xiaodan Yu,Qing-Ping Ma","6, 8, 11, 13"
BUSI1085/S1/04,Managing Operations in the Digital Enterprise,Seminar,18,Tuesday,16:00,17:30,1:30,PB-310+,Portland Building-Seminar Room 310 - Level 3,20,"Murtaza Faruquee,Chandra Ade Irawan","6, 8, 10, 12"
BUSI1088/S1/03,Work and Society,Seminar,20,Tuesday,16:00,17:30,1:30,PB-307+,Portland Building-Seminar Room 307 - Level 3,22,Joon Park,"9, 11, 13"
BUSI1088/S1/11,Work and Society,Seminar,20,Tuesday,16:00,17:30,1:30,TB-215+,Teaching Building Seminar Room 215 - Level 2,22,Pingping Fu,"9, 11, 13"
BUSI4535/L4/01,Capital Market Analysis,Lecture,172,Tuesday,16:00,18:00,2:00,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,Xiaogang Bi,"6, 8, 10, 12"
BUSI1087/C1/01,Quantitative Analysis for Business,Computing,12,Tuesday,16:00,17:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhixian Yu,"7, 9, 11"
BUSI1117/L2/01,Introduction to Economics,Lecture,276,Tuesday,16:00,18:00,2:00,TB-329+,Teaching Building Tiered Lectue Theatre 329 - Level 3,276,"Yingying Shi,James Farrell","2, 4-11"
BUSI2111/C1/05,Accounting Information Systems,Computing,20,Tuesday,16:00,18:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"8, 10, 12"
BUSI3191/S1/03,Advanced Corporate Reporting and Analysis,Seminar,20,Tuesday,16:00,18:00,2:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Keying Zhu,"8, 12"
BUSI2128/S1/03,Analysing organisations,Seminar,16,Tuesday,16:00,18:00,2:00,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Shih-Wei Hsu,"9, 13"
BUSI2111/C1/06,Accounting Information Systems,Computing,20,Tuesday,16:00,18:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"9, 11, 13"
BUSI3191/S1/04,Advanced Corporate Reporting and Analysis,Seminar,20,Tuesday,16:00,18:00,2:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Keying Zhu,"9, 13"
BUSI1067/S1/05,Computers in Business,Seminar,19,Tuesday,16:00,17:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,David Edwards,11
BUSI1067/S1/06,Computers in Business,Seminar,19,Tuesday,16:00,17:00,1:00,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,David Edwards,12
BUSI1085/S1/03,Managing Operations in the Digital Enterprise,Seminar,18,Tuesday,16:00,17:30,1:30,PB-310+,Portland Building-Seminar Room 310 - Level 3,20,"Murtaza Faruquee,Chandra Ade Irawan","5, 7, 9, 11"
BUSI2178/S1/09,Marketing Management,Seminar,20,Tuesday,16:00,17:30,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Dandan Ye,"6, 9"
BUSI2178/S1/10,Marketing Management,Seminar,20,Tuesday,16:00,17:30,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Dandan Ye,"7, 10"
BUSI2120/S1/01,Corporate Entrepreneurship,Seminar,18,Tuesday,16:00,17:30,1:30,PB-204+,Portland Building-Seminar Room 204 - Level 2,20,Lin Huang,"8, 10"
BUSI2120/S1/02,Corporate Entrepreneurship,Seminar,18,Tuesday,16:00,17:30,1:30,PB-204+,Portland Building-Seminar Room 204 - Level 2,20,Lin Huang,"9, 11"
BUSI2111/S1/05,Accounting Information Systems,Seminar,20,Tuesday,16:00,18:00,2:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Dimple Thadani,6
BUSI2111/S1/06,Accounting Information Systems,Seminar,20,Tuesday,16:00,18:00,2:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Dimple Thadani,7
BUSI3190/L1/03,Financial Markets: Theory & Computation,Lecture,106,Tuesday,16:30,18:00,1:30,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Wk Leung,"2, 4-12"
BUSI3188/L1/01,"Strategic Management: Perspective, Process and Practice",Lecture,144,Tuesday,16:30,18:00,1:30,DB-C05+,The Lord Dearing Building - Teaching Room C05,160,Zhijing Zhu,"2, 4-8, 10-13"
BUSI3189/S1/10,Business Ethics and Sustainability,Seminar,20,Tuesday,16:30,18:00,1:30,TB-209+,Teaching Building Seminar Room 209 - Level 1,20,Rajan Gaikwad,"5, 8, 11"
BUSI3087/S1/05,International Finance,Seminar,17,Tuesday,16:30,18:00,1:30,PB-214+,Portland Building-Seminar Room 214 - Level 2,20,Qing Xia,"6, 8, 10, 12"
BUSI3189/S1/11,Business Ethics and Sustainability,Seminar,20,Tuesday,16:30,18:00,1:30,TB-209+,Teaching Building Seminar Room 209 - Level 1,20,Luis Torres,"6, 9, 12"
BUSI2112/S1/13,Management Strategy,Seminar,20,Tuesday,16:30,18:00,1:30,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,"Steven Zhou,Michael Mooney","7, 9"
BUSI3087/S1/06,International Finance,Seminar,17,Tuesday,16:30,18:00,1:30,PB-214+,Portland Building-Seminar Room 214 - Level 2,20,Qing Xia,"7, 9, 11, 13"
BUSI3189/S1/12,Business Ethics and Sustainability,Seminar,20,Tuesday,16:30,18:00,1:30,TB-209+,Teaching Building Seminar Room 209 - Level 1,20,Luis Torres,"7, 10, 13"
BUSI2112/S1/14,Management Strategy,Seminar,20,Tuesday,16:30,18:00,1:30,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,"Steven Zhou,Michael Mooney","8, 10"
BUSI3101/S1/05,Corporate Restructuring and Governance,Seminar,19,Tuesday,16:30,18:00,1:30,TB-210+,Teaching Building Seminar Room 210 - Level 1,20,Youngun Kim,"9, 12"
BUSI1088/S1/15,Work and Society,Seminar,20,Tuesday,16:30,18:00,1:30,PB-407+,Portland Building-Seminar Room 407 - Level 4,22,Peter Morgan,"9, 11, 13"
BUSI3101/S1/06,Corporate Restructuring and Governance,Seminar,19,Tuesday,16:30,18:00,1:30,TB-210+,Teaching Building Seminar Room 210 - Level 1,20,Youngun Kim,"10, 13"
BUSI1088/S1/16,Work and Society,Seminar,20,Tuesday,16:30,18:00,1:30,PB-407+,Portland Building-Seminar Room 407 - Level 4,22,Peter Morgan,"10, 12, 14"
BUSI3115/S1/04,Logistics and Supply Chain Management,Seminar,18,Tuesday,16:30,18:00,1:30,TB-413+,Teaching Building Seminar Room 413 - Level 4,20,Qifan Pei,"11, 13"
BUSI1067/C1/07,Computers in Business,Computing,19,Tuesday,17:00,18:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"5, 7, 9"
